"Environment and Climate Change Canada"
"Monthly Values for September - 2016"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"ELK ISLAND NAT PARK","53.683","-112.868","AB","11.1","0","1.1","26.7","0","-0.6","0","",,NA,"37.3","0","70.0","","9","",,NA,"205.7","0.0","3012275"
"FABYAN","52.967","-111.000","AB","10.2","0","-0.2","28.5","0","-3.0","0","0.0","0","0.0","39.8","0","105.0","0.0","6","","",NA,"236.1","2.3","3012515"
"FERINTOSH AGCM","52.744","-112.858","AB","9.6","4",NA,"24.6","2","-2.6","3","",,NA,"24.8","5",NA,"","4","",,NA,"219.2","0.0","3012590"
"FORESTBURG PLANT SITE","52.467","-112.120","AB","11.9","0","0.0","26.0","0","0.5","0","0.0","0","0.0","30.7","0","79.0","0.0","8","","",NA,"186.7","2.5","3012652"
"FORESTBURG AGCM","52.548","-112.123","AB","10.8","3",NA,"26.7","2","-1.8","1","",,NA,"22.2","5",NA,"","5","",,NA,"195.3","0.1","3012653"
"FORT SASKATCHEWAN","53.717","-113.183","AB","13.7","14","2.8","26.0","14","-3.0","14","0.0","15",NA,"15.4","15",NA,"0.0","5","","",NA,"70.4","0.8","3012710"
"GILT EDGE NORTH AGCM","53.071","-110.621","AB","11.6","6",NA,"28.7","5","-1.6","1","",,NA,"22.6","7",NA,"","4","",,NA,"157.2","2.6","3012790"
"GLENEVIS AGCM","53.833","-114.539","AB","10.9","1",NA,"24.5","0","-1.6","1","",,NA,"",,NA,"","","",,NA,"205.9","0.0","3012818"
"HALKIRK AGCM","52.116","-112.164","AB","10.1","0",NA,"25.6","0","-2.7","0","",,NA,"9.1","22",NA,"","4","",,NA,"238.0","0.0","3012999"
"HEMARUKA AGCM","51.780","-111.212","AB","10.7","0",NA,"28.0","0","-2.3","0","",,NA,"13.7","21",NA,"","5","",,NA,"222.2","2.3","3013140"
"HOLDEN AGDM","53.185","-112.246","AB","10.4","5",NA,"26.6","3","-2.2","3","",,NA,"10.5","8",NA,"","5","",,NA,"189.7","0.2","3013340"
"HUGHENDEN AGCM","52.578","-110.784","AB","11.1","5",NA,"28.4","3","-1.0","2","",,NA,"11.1","6",NA,"","3","",,NA,"174.8","2.1","3013362"
"KILLAM AGDM","52.848","-111.872","AB","10.6","3",NA,"26.6","3","-2.6","0","",,NA,"28.1","4",NA,"","9","",,NA,"200.1","0.0","3013640"
"KESSLER AGCM","52.290","-111.113","AB","11.4","7",NA,"27.9","3","-2.0","4","",,NA,"10.5","8",NA,"","4","",,NA,"153.4","1.1","3013644"
"KITSCOTY AGCM","53.353","-110.416","AB","11.0","6",NA,"28.6","3","-0.9","4","",,NA,"11.5","9",NA,"","2","",,NA,"171.1","2.8","3013660"
"LEGAL AGCM","54.003","-113.474","AB","11.0","6",NA,"25.2","4","-1.7","2","",,NA,"25.0","7",NA,"","5","",,NA,"169.2","0.0","3013790"
"LINDBERGH AGDM","53.943","-110.579","AB","9.9","5",NA,"26.8","4","-3.2","2","",,NA,"22.4","6",NA,"","4","",,NA,"205.3","1.8","3013921"
"LLOYDMINSTER","53.309","-110.073","AB","11.9","11",NA,"28.5","11","-0.7","11","",,NA,"9.3","11",NA,"","2","",,NA,"119.3","2.5","3013959"
"LLOYDMINSTER A","53.309","-110.073","AB","11.3","0","1.0","28.5","0","-0.5","0","0.0","0","0.0","17.0","0","40.0","0.0","5","","",NA,"203.6","2.5","3013961"
"HOLDEN SOUTH","53.083","-112.267","AB","",,NA,"",,"",,"0.0","4",NA,"43.4","4",NA,"0.0","6","","",NA,"","","3013C44"
"MANNVILLE AGCM","53.456","-111.255","AB","11.0","0",NA,"27.5","0","-0.9","0","",,NA,"12.9","0",NA,"","3","",,NA,"211.1","1.6","3014195"
"MONITOR","52.017","-110.550","AB","",,NA,"",,"",,"0.0","0","0.0","36.4","0","106.0","0.0","9","","",NA,"","","3014600"
"MUNDARE AGDM","53.567","-112.300","AB","10.7","5",NA,"25.6","4","-0.2","1","",,NA,"25.8","8",NA,"","7","",,NA,"181.9","0.0","3014665"
"MYRNAM AGCM","53.720","-111.114","AB","9.7","9",NA,"27.2","8","-6.1","7","",,NA,"11.5","9",NA,"","4","",,NA,"174.4","0.0","3014690"
"NEW SAREPTA AGCM","53.262","-113.165","AB","10.3","0",NA,"25.4","0","-3.8","0","",,NA,"21.7","0",NA,"","5","",,NA,"232.4","0.0","3014795"
"OLIVER AGDM","53.650","-113.350","AB","10.3","7",NA,"25.5","3","-2.8","4","",,NA,"",,NA,"","","",,NA,"176.0","0.0","3014921"
"RADWAY AGCM","53.995","-112.879","AB","10.5","0",NA,"26.8","0","-3.4","0","",,NA,"",,NA,"","","",,NA,"226.4","0.0","3015346"
"RANFURLY AUTO","53.425","-111.726","AB","11.1","0",NA,"25.7","0","-0.4","0","",,NA,"26.4","0",NA,"","5","",,NA,"207.2","0.3","3015401"
"RIBSTONE SOUTH AGCM","52.587","-110.343","AB","11.7","5",NA,"28.4","4","-2.2","1","",,NA,"8.2","6",NA,"","1","",,NA,"157.6","1.3","3015480"
"RIVERCOURSE AGCM","53.019","-110.102","AB","11.3","4",NA,"29.2","2","-0.4","2","",,NA,"16.8","4",NA,"","4","",,NA,"176.0","3.0","3015501"
"ROCKY MTN HOUSE (AUT)","52.421","-114.912","AB","8.9","1",NA,"25.0","1","-2.6","0","",,NA,"80.7","1",NA,"","8","",,NA,"262.6","0.0","3015523"
"ROSALIND AGCM","52.780","-112.428","AB","10.7","0",NA,"26.8","0","-2.5","0","",,NA,"18.9","0",NA,"","4","",,NA,"220.3","1.2","3015600"
"ST. LINA AGCM","54.282","-111.453","AB","10.9","10",NA,"24.5","8","-2.0","4","",,NA,"30.2","9",NA,"","5","",,NA,"142.5","0.0","3015673"
"ST. PAUL AGCM","54.011","-111.272","AB","10.3","8",NA,"24.2","4","-1.4","5","",,NA,"27.8","9",NA,"","3","",,NA,"169.3","0.3","3015676"
"SEDALIA AGCM","51.590","-110.755","AB","11.3","0",NA,"30.2","0","-2.1","0","",,NA,"19.4","7",NA,"","5","",,NA,"204.3","3.8","3015797"
"SHONTS AGCM","53.333","-112.539","AB","10.2","5",NA,"25.9","5","-3.6","1","",,NA,"57.5","6",NA,"","21","",,NA,"194.5","0.0","3015900"
"SMOKY LAKE AGDM","54.278","-112.499","AB","10.2","0",NA,"25.0","0","-2.0","0","",,NA,"24.5","3",NA,"","7","",,NA,"233.2","0.0","3016022"
"SPONDIN AGCM","51.816","-111.683","AB","10.1","9",NA,"28.8","7","-1.6","4","",,NA,"35.1","10",NA,"","11","",,NA,"166.6","1.6","3016070"
"STETTLER AGDM","52.347","-112.596","AB","10.6","0",NA,"25.0","0","-0.4","0","",,NA,"15.8","1",NA,"","5","",,NA,"223.1","0.0","3016124"
"THORSBY AGCM","53.217","-113.895","AB","10.3","8",NA,"23.6","6","-1.0","3","",,NA,"30.1","9",NA,"","4","",,NA,"169.4","0.0","3016441"
"TOMAHAWK AGDM","53.439","-114.718","AB","10.4","0",NA,"24.5","0","-0.6","0","",,NA,"44.0","0",NA,"","6","",,NA,"228.9","0.0","3016505"
"TULLIBY LAKE AGCM","53.664","-110.081","AB","10.7","4",NA,"29.5","3","-2.0","2","",,NA,"23.3","4",NA,"","4","",,NA,"192.2","2.5","3016593"
"UNCAS","53.500","-113.033","AB","",,NA,"",,"",,"0.0","0",NA,"40.4","0",NA,"0.0","7","","",NA,"","","3016650"
"TWO HILLS AGDM","53.625","-111.678","AB","11.0","2",NA,"25.4","1","0.3","1","",,NA,"25.8","2",NA,"","5","",,NA,"197.4","0.0","3016655"
"VERMILION AGDM","53.344","-110.882","AB","10.6","3",NA,"28.8","3","-2.8","1","",,NA,"12.8","3",NA,"","5","",,NA,"200.4","0.7","3016802"
"VIKING AGCM","53.182","-111.732","AB","11.2","0",NA,"26.9","0","-1.2","0","",,NA,"20.4","0",NA,"","5","",,NA,"206.0","1.3","3016841"
"VILNA AGCM","54.130","-111.921","AB","10.2","1",NA,"25.6","1","-2.1","0","",,NA,"23.9","2",NA,"","5","",,NA,"225.7","0.0","3016852"
"VIOLET GROVE CS","53.144","-115.126","AB","10.6","1",NA,"24.6","1","-1.4","0","",,NA,"49.6","1",NA,"","5","",,NA,"214.9","0.0","3016860"
"VEGREVILLE","53.505","-112.098","AB","11.0","0","0.9","26.5","0","-2.1","0","",,NA,"31.5","0","78.0","","6","",,NA,"209.0","0.0","3016GF0"
"WETASKIWIN AGCM","52.980","-113.444","AB","10.1","10",NA,"24.5","9","-2.5","3","",,NA,"12.1","11",NA,"","3","",,NA,"157.3","0.0","3017282"
"EDMONTON STONY PLAIN CS","53.547","-114.108","AB","11.1","0",NA,"24.6","0","1.1","0","",,NA,"29.9","0",NA,"","5","",,NA,"205.9","0.0","301A001"
"ESTHER 1","51.670","-110.206","AB","11.7","0",NA,"30.9","0","-1.8","0","",,NA,"16.3","0",NA,"","4","",,NA,"194.3","3.8","301B460"
"UNIVERSITY OF ALBERTA METABOLIC CENTRE","53.517","-113.533","AB","11.3","0","0.3","27.0","0","-1.0","0","0.0","0","0.0","25.4","0","65.0","0.0","7","","",NA,"200.5","0.0","301FFNJ"
"WAINWRIGHT CFB AIRFIELD 21","52.829","-111.096","AB","11.7","1",NA,"28.9","1","-0.8","0","",,NA,"18.1","2",NA,"","6","",,NA,"186.0","2.9","301S001"
"ACADIA VALLEY","51.066","-110.317","AB","12.0","0",NA,"30.5","0","-2.9","0","",,NA,"16.8","1",NA,"","2","",,NA,"184.3","4.5","3020035"
"ATLEE AGCM","50.810","-111.006","AB","11.8","0",NA,"28.6","0","-1.2","0","",,NA,"29.6","1",NA,"","4","",,NA,"188.9","3.6","3020405"
"BEISEKER AGCM","51.379","-113.357","AB","9.8","0",NA,"25.9","0","-4.5","0","",,NA,"19.7","0",NA,"","4","",,NA,"246.1","0.0","3020610"
"BIG VALLEY AGCM","51.998","-112.803","AB","11.2","3",NA,"25.2","3","-0.6","0","",,NA,"27.0","4",NA,"","5","",,NA,"184.6","0.0","3020679"
"CRAIGMYLE AGCM","51.775","-112.252","AB","10.7","0",NA,"26.5","0","-0.6","0","",,NA,"18.9","0",NA,"","7","",,NA,"220.9","1.1","3021912"
"CRAIGMYLE","51.767","-112.283","AB","11.1","1","0.0","27.0","1","-1.0","1","0.0","1",NA,"29.4","1",NA,"0.0","9","","",NA,"201.0","1.5","3021940"
"DRUMHELLER EAST","51.445","-112.677","AB","11.8","0",NA,"28.2","0","-1.2","0","",,NA,"20.7","3",NA,"","5","",,NA,"189.8","2.3","30221LG"
"HESPERO AGCM","52.310","-114.486","AB","9.8","6",NA,"25.3","4","-1.9","3","",,NA,"60.5","7",NA,"","6","",,NA,"196.3","0.0","3023200"
"HUSSAR AGDM","51.183","-112.500","AB","11.0","3",NA,"26.6","2","0.0","1","",,NA,"16.6","4",NA,"","4","",,NA,"191.7","1.7","3023402"
"LACOMBE CDA 2","52.449","-113.756","AB","10.1","0",NA,"24.9","0","-1.7","0","",,NA,"31.4","0",NA,"","8","",,NA,"236.4","0.0","3023722"
"LEEDALE AGDM","52.553","-114.473","AB","8.9","1",NA,"24.3","0","-3.0","1","",,NA,"59.0","1",NA,"","8","",,NA,"263.4","0.0","3023740"
"LINDEN AGCM","51.619","-113.656","AB","9.6","0",NA,"26.1","0","-3.7","0","",,NA,"41.7","4",NA,"","6","",,NA,"253.1","0.0","3023850"
"MORRIN AGDM","51.660","-112.675","AB","9.8","1",NA,"24.7","1","-2.7","0","",,NA,"35.2","1",NA,"","11","",,NA,"236.9","0.5","3024668"
"OLDS AGDM","51.759","-114.085","AB","9.9","2",NA,"23.9","1","-0.2","1","",,NA,"36.7","3",NA,"","5","",,NA,"226.6","0.0","3024925"
"OYEN AGDM","51.383","-110.350","AB","11.4","5",NA,"29.0","4","-2.3","2","",,NA,"22.9","9",NA,"","3","",,NA,"169.2","3.3","3024965"
"POLLOCKVILLE AGDM","51.125","-111.705","AB","10.9","2",NA,"28.7","1","-3.2","1","",,NA,"16.6","4",NA,"","4","",,NA,"201.3","2.3","3025243"
"PRENTISS","52.433","-113.600","AB","10.8","2",NA,"24.5","1","0.7","1","",,NA,"37.7","2",NA,"","6","",,NA,"201.4","0.0","3025297"
"RED DEER REGIONAL A","52.182","-113.894","AB","",,NA,"",,"",,"0.0","0",NA,"36.0","0",NA,"0.0","9","",,NA,"","","3025481"
"SCHULER AGDM","50.307","-110.091","AB","12.3","2",NA,"30.3","2","-1.2","0","",,NA,"33.1","3",NA,"","3","",,NA,"165.1","5.4","3025768"
"SIBBALD WESTGARD","51.425","-110.146","AB","11.6","2",NA,"30.0","2","-3.0","2","0.0","2",NA,"9.0","2",NA,"0.0","6","","",NA,"182.7","4.3","3025928"
"THREE HILLS","51.768","-113.206","AB","9.8","7",NA,"25.6","6","-2.7","2","",,NA,"30.9","11",NA,"","6","",,NA,"188.7","0.0","3026479"
"SUNDRE A","51.778","-114.683","AB","8.5","1",NA,"24.7","1","-3.0","0","",,NA,"49.6","1",NA,"","9","",,NA,"274.1","0.0","3026KNQ"
"WIMBORNE AGCM","51.936","-113.591","AB","10.4","3",NA,"25.3","3","-1.7","2","",,NA,"31.0","5",NA,"","7","",,NA,"204.1","0.0","3027582"
"AZURE","50.512","-114.013","AB","11.1","0",NA,"26.0","0","-0.4","0","",,NA,"18.1","19",NA,"","3","",,NA,"205.6","0.0","3030450"
"BARNWELL AGDM","49.800","-112.300","AB","13.0","7",NA,"29.8","4","-1.4","3","",,NA,"26.4","9",NA,"","2","",,NA,"117.3","2.4","3030525"
"BARONS AGCM","50.026","-113.224","AB","11.8","0",NA,"26.8","0","-3.0","0","",,NA,"29.2","3",NA,"","4","",,NA,"184.7","0.1","3030529"
"BASSANO AGCM","50.893","-112.465","AB","11.2","0",NA,"27.5","0","-4.7","0","",,NA,"28.8","2",NA,"","5","",,NA,"205.1","1.0","3030540"
"BLACK DIAMOND","50.707","-114.152","AB","10.2","1",NA,"26.2","0","-3.2","1","",,NA,"14.1","27",NA,"","1","",,NA,"224.8","0.0","3030680"
"BLOOD TRIBE AGDM","49.567","-113.050","AB","11.3","7",NA,"25.9","7","-1.2","2","",,NA,"29.5","8",NA,"","3","",,NA,"154.9","0.0","3030720"
"BOW ISLAND","49.734","-111.450","AB","13.1","0",NA,"31.1","0","-0.1","0","",,NA,"17.8","0",NA,"","2","",,NA,"151.1","4.7","3030768"
"BOW ISLAND IRRIGATION AGDM","49.867","-111.383","AB","12.9","0",NA,"30.7","0","-0.5","0","",,NA,"18.9","1",NA,"","3","",,NA,"156.7","3.4","3030772"
"BROCKET AGDM","49.617","-113.817","AB","11.6","2",NA,"25.2","1","-0.5","1","",,NA,"32.1","2",NA,"","3","",,NA,"179.2","0.0","3030830"
"BROOKS","50.555","-111.849","AB","11.9","0",NA,"28.9","0","-2.1","0","",,NA,"31.3","0",NA,"","6","",,NA,"184.4","1.8","3030QLP"
"CALGARY INTL A","51.123","-114.013","AB","11.1","0",NA,"25.7","0","0.5","0","0.0","0",NA,"25.3","0",NA,"","5","",,NA,"206.5","0.9","3031092"
"CALGARY INT'L CS","51.109","-114.000","AB","10.9","1",NA,"26.1","1","-0.4","0","",,NA,"31.6","1",NA,"","10","",,NA,"207.3","0.2","3031094"
"CARDSTON","49.201","-113.286","AB","11.8","0",NA,"26.5","0","-1.5","0","",,NA,"53.1","0",NA,"","6","",,NA,"187.2","1.4","3031322"
"CARWAY","49.001","-113.376","AB","10.5","0",NA,"24.8","0","-0.2","0","",,NA,"44.1","0",NA,"","6","",,NA,"226.5","0.0","3031402"
"CHAMPION AGDM","50.282","-113.350","AB","11.6","0",NA,"26.4","0","-3.5","0","",,NA,"22.7","3",NA,"","5","",,NA,"192.2","0.0","3031480"
"CLARESHOLM","50.004","-113.639","AB","11.6","0",NA,"25.9","0","-2.4","0","",,NA,"49.2","0",NA,"","7","",,NA,"191.7","0.0","3031640"
"COP UPPER","51.076","-114.222","AB","11.1","0",NA,"25.6","0","0.3","0","",,NA,"21.9","0",NA,"","7","",,NA,"208.0","1.2","3031875"
"ENCHANT AGDM","50.183","-112.433","AB","12.6","4",NA,"28.7","2","0.2","2","",,NA,"19.7","4",NA,"","3","",,NA,"143.6","2.7","3032422"
"ETZIKOM AGCM","49.553","-111.054","AB","12.1","0",NA,"31.6","0","-3.3","0","",,NA,"40.8","0",NA,"","3","",,NA,"180.4","4.6","3032450"
"FINCASTLE AGDM","49.800","-112.033","AB","13.1","0",NA,"30.1","0","0.0","0","",,NA,"26.2","2",NA,"","3","",,NA,"151.7","3.2","3032550"
"FOREMOST AGDM","49.483","-111.486","AB","11.9","5",NA,"28.7","4","-1.5","1","",,NA,"9.8","6",NA,"","1","",,NA,"151.8","0.0","3032642"
"FORT MACLEOD AGCM","49.786","-113.379","AB","12.0","0",NA,"26.1","0","-2.1","0","",,NA,"41.8","8",NA,"","3","",,NA,"179.7","0.5","3032683"
"GLEICHEN AGCM","50.934","-112.941","AB","11.1","0",NA,"27.0","0","-2.7","0","",,NA,"15.9","0",NA,"","4","",,NA,"206.4","0.8","3032801"
"GRASSY LAKE","49.874","-111.733","AB","13.1","0",NA,"30.6","0","0.6","0","",,NA,"26.2","2",NA,"","4","",,NA,"150.7","4.6","3032927"
"IRON SPRINGS AGDM","49.900","-112.733","AB","12.9","6",NA,"26.5","5","2.1","1","",,NA,"31.2","6",NA,"","3","",,NA,"124.4","1.6","3033498"
"IRVINE AGCM","49.989","-110.261","AB","13.0","0",NA,"31.0","0","-0.1","0","",,NA,"36.0","2",NA,"","6","",,NA,"157.2","6.4","3033550"
"LETHBRIDGE","49.630","-112.799","AB","13.5","5",NA,"29.2","5","-0.4","5","",,NA,"19.4","5",NA,"","3","",,NA,"117.3","4.1","3033875"
"LETHBRIDGE CDA","49.695","-112.768","AB","",,NA,"",,"",,"",,NA,"17.6","6",NA,"0.0","4","",,NA,"","","3033890"
"LETHBRIDGE DEMO FARM AGDM","49.683","-112.750","AB","12.6","6",NA,"28.4","5","-0.3","1","",,NA,"21.7","8",NA,"","3","",,NA,"133.2","2.8","3033897"
"MEDICINE HAT","50.019","-110.721","AB","13.5","3",NA,"31.1","3","0.9","3","",,NA,"18.0","15",NA,"","1","",,NA,"128.3","6.2","3034479"
"MEDICINE HAT RCS","50.025","-110.717","AB","13.2","0",NA,"31.2","0","-2.3","0","",,NA,"22.4","0",NA,"","2","",,NA,"150.4","6.0","3034485"
"MOSSLEIGH AGCM","50.673","-113.349","AB","10.9","0",NA,"27.4","0","-3.4","0","",,NA,"25.7","0",NA,"","7","",,NA,"214.3","0.0","3034577"
"NIER AGDM","51.369","-114.099","AB","9.3","1",NA,"23.2","1","-0.7","0","",,NA,"31.9","1",NA,"","6","",,NA,"253.0","0.0","3034795"
"PINCHER CREEK","49.521","-113.997","AB","11.6","2",NA,"25.0","2","1.6","2","",,NA,"57.5","2",NA,"","7","",,NA,"179.9","0.0","3035198"
"PINCHER CREEK CLIMATE","49.522","-114.005","AB","11.1","0",NA,"24.7","0","-2.8","0","",,NA,"55.0","0",NA,"","7","",,NA,"207.3","0.0","3035208"
"QUEENSTOWN","50.606","-112.983","AB","11.4","0","-0.2","27.0","0","-3.0","0","0.0","0","0.0","36.2","0","84.0","0.0","6","","",NA,"200.3","0.8","3035340"
"QUEENSTOWN","50.598","-112.803","AB","11.9","4",NA,"27.5","3","0.0","1","",,NA,"12.0","4",NA,"","2","",,NA,"159.5","1.9","3035342"
"RAYMOND AGDM","49.483","-112.683","AB","12.6","3",NA,"28.4","3","0.3","1","",,NA,"23.3","4",NA,"","3","",,NA,"147.1","1.7","3035422"
"ROLLING HILLS AGCM","50.265","-111.701","AB","12.4","0",NA,"30.7","0","-1.6","0","",,NA,"19.4","2",NA,"","3","",,NA,"170.7","2.7","3035530"
"ROSEMARY AGDM","50.833","-112.050","AB","11.0","0",NA,"28.9","0","-2.9","0","",,NA,"22.2","6",NA,"","4","",,NA,"209.5","0.2","3035650"
"SEVEN PERSONS AGDM","49.917","-110.917","AB","12.6","0",NA,"30.9","0","-2.4","0","",,NA,"25.9","3",NA,"","4","",,NA,"166.6","5.5","3035845"
"STANDARD AGCM","51.228","-112.982","AB","11.8","0",NA,"27.1","0","0.3","0","",,NA,"9.2","2",NA,"","3","",,NA,"189.2","2.3","3036086"
"STAVELY AAFC","50.183","-113.883","AB","11.1","0",NA,"23.8","0","0.7","0","",,NA,"44.8","0",NA,"","6","",,NA,"207.9","0.0","3036099"
"STRATHMORE AGDM","51.033","-113.283","AB","11.1","0",NA,"26.0","0","0.6","0","",,NA,"12.8","3",NA,"","4","",,NA,"207.7","1.6","3036205"
"TABER","49.792","-112.124","AB","11.9","15",NA,"30.5","10","0.0","9","0.0","10",NA,"28.0","10",NA,"0.0","5","","",NA,"95.5","4.3","3036360"
"TRAVERS AGCM","50.304","-112.863","AB","12.5","0",NA,"27.4","0","0.3","0","",,NA,"22.1","0",NA,"","5","",,NA,"167.2","1.6","3036500"
