"Environment and Climate Change Canada"
"Monthly Values for February - 2016"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"CARWAY","49.001","-113.376","AB","1.8","2",NA,"15.5","2","-13.6","1","",,NA,"0.2","2",NA,"","0","",,NA,"437.9","0.0","3031402"
"CHAMPION AGDM","50.282","-113.350","AB","0.7","0",NA,"18.2","0","-17.7","0","",,NA,"5.0","1",NA,"","2","",,NA,"502.9","0.0","3031480"
"CLARESHOLM","50.004","-113.639","AB","1.8","0",NA,"17.3","0","-13.5","0","",,NA,"2.2","0",NA,"0.0","1","",,NA,"469.5","0.0","3031640"
"COP UPPER","51.076","-114.222","AB","1.4","2",NA,"14.6","1","-10.7","2","",,NA,"0.0","3",NA,"","0","",,NA,"447.2","0.0","3031875"
"ENCHANT AGDM","50.183","-112.433","AB","1.0","2",NA,"18.6","2","-15.5","1","",,NA,"2.2","3",NA,"","0","",,NA,"459.6","0.0","3032422"
"ETZIKOM AGCM","49.553","-111.054","AB","-0.1","4",NA,"12.8","4","-17.5","2","",,NA,"8.8","4",NA,"","2","",,NA,"452.8","0.0","3032450"
"FINCASTLE AGDM","49.800","-112.033","AB","2.0","0",NA,"18.0","0","-18.2","0","",,NA,"4.6","1",NA,"","2","",,NA,"463.4","0.0","3032550"
"FOREMOST AGDM","49.483","-111.486","AB","0.7","7",NA,"19.1","4","-12.1","4","",,NA,"5.9","8",NA,"","1","",,NA,"380.6","0.0","3032642"
"FORT MACLEOD AGCM","49.786","-113.379","AB","2.3","0",NA,"16.4","0","-13.9","0","",,NA,"1.8","5",NA,"","1","",,NA,"454.3","0.0","3032683"
"GLEICHEN AGCM","50.934","-112.941","AB","-0.4","0",NA,"15.3","0","-12.8","0","",,NA,"0.8","16",NA,"","0","",,NA,"532.2","0.0","3032801"
